"","YEAR","POLE_PERC","MATURE_PERC","LATE_PERC","MOSAIC_PERC","POLE_PERC_SE","MATURE_PERC_SE","LATE_PERC_SE","MOSAIC_PERC_SE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"87",2004,0,100,0,0,NA,56.0722399309495,NA,NA,4,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"88",2004,20.6152858431809,58.5268819074235,19.3488337330375,1.50899851635813,4.94232142197389,4.94187038090478,4.94221935609836,4.95906266017612,335,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"89",2004,0,0,0,100,NA,NA,NA,99.4658349541312,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"90",2004,19.0516198901926,53.7390022529482,24.7022293234842,2.50714853337498,4.57323887619257,4.57485655734953,4.58740248533326,4.58984057934892,271,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"91",2004,16.0647087803438,63.8268773539176,18.4774462924121,1.63096757332645,21.5849679818517,21.5466363359458,21.5651613406021,21.7229655907382,23,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"92",2004,23.5079919681337,69.0705329308465,4.24084291486843,3.18063218615133,19.6842045737565,19.6728824946373,19.6910687601453,19.6910687601453,26,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"93",2004,20.162807178725,64.1854473881825,7.23181540876723,8.41993002432531,22.3702686924203,22.3394972058869,22.3378381246401,22.4235896447521,21,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"94",2004,0,73.3343999723389,26.6656000276611,0,NA,57.2699846888516,57.1111304685297,NA,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"95",2005,0,100,0,0,NA,99.8870276651842,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"96",2005,74.5549278053227,13.8098748065037,7.61721081434977,4.01798657382379,19.2038006495622,19.2175136811536,19.2154660889098,19.2239949797778,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"97",2005,60.4158986872153,30.3363291921191,2.05763725314274,7.19013486752292,5.6794976449856,5.68049317701885,5.69917933355343,5.6811819350561,228,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"98",2005,81.786535953718,18.213464046282,0,0,42.0935824301666,42.0931335450455,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"99",2005,59.989952579387,36.1887454466268,0.438596057191634,3.38270591679457,11.5004520594868,11.5074410672003,11.6257346613381,11.5223069008224,71,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"100",2005,65.9438738527508,24.3870738118301,0,9.66905233541908,12.2577172674964,12.2561579225419,NA,12.257945926894,60,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"101",2005,52.1266844070933,36.7913973136365,3.9719965106763,7.10992176859382,6.946991195255,6.94882259625204,6.95150717126356,6.95287938655782,150,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"102",2005,35.2307054624238,53.9138277079982,8.81412395333523,2.04134287624276,15.1822916712701,15.1736497220232,15.1699613558851,15.1860333605094,39,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"103",2005,33.3980259476128,59.4960841176898,0,7.10588993469747,21.8526756471422,21.8348958717571,NA,21.8237530924542,18,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"104",2005,14.6249916085053,85.3750083914947,0,0,28.4147190456438,28.3237616676739,NA,NA,12,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"105",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"106",2005,45.9392309439988,50.8356256082845,2.7685476225611,0.456595825155615,11.6443639891245,11.658986733916,11.6540669841137,11.692219722641,62,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"107",2005,52.6331797343145,36.0827054331648,7.40785686824006,3.87625796428067,20.1026333459711,20.1116277517355,20.1534842854965,20.1499401269244,24,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"108",2005,21.5313193635908,63.187091218613,13.6011075049466,1.68048191284958,15.0935552136294,15.0840384077934,15.068233022399,15.0099582607936,36,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"109",2005,37.1640891631425,58.7888923162289,3.46183987763828,0.585178642990288,17.6832339928367,17.6947838846703,17.7430445331124,17.771609362297,26,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"110",2005,24.1296425751558,69.1822175480065,6.68813987683767,0,11.8027897255695,11.7931905678302,11.8082105178089,NA,51,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"111",2005,16.1725567239773,75.298263683761,8.52917959226168,0,11.5941178059751,11.5989703331642,11.5888653881675,NA,51,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"112",2005,12.9940060518172,71.2519938356024,15.7540001125804,0,15.8502417723752,15.8456688261205,15.8514893036586,NA,36,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"113",2005,20.0818608637124,66.9117701709684,6.81416125327056,6.19220771204864,14.2508479429212,14.2636493254832,14.3106764774697,14.2691956607335,39,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"114",2005,11.6714934978182,70.2342456455834,16.5897517522836,1.50450910431482,9.98398520735394,9.98252801156211,9.99935150507936,10.0288501980813,79,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"115",2005,15.0824269005965,68.1909914480366,10.0921072515287,6.63447439983814,16.1836642907246,16.1157998809756,16.1140851807894,16.2027871817758,38,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"116",2005,71.9116367813599,0,28.0883632186402,0,46.277962482403,NA,46.2509822059084,NA,4,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"117",2005,30.0316117566013,55.5266860826436,7.22468465278952,7.21701750796554,11.3535233825786,11.3548075379902,11.3734667165432,11.3645163832895,59,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"118",2005,25.0419659584651,74.9580340415349,0,0,39.951885141829,39.6464421767815,NA,NA,9,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"119",2005,39.0278889493101,48.9135160452627,8.74837037937332,3.31022462605389,5.47920077421118,5.4817088474784,5.48667431191237,5.461885556585,166,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"120",2005,0,100,0,0,NA,99,NA,NA,1,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"121",2005,71.3346188498662,28.6653811501338,0,0,27.9944795077215,28.0029936589427,NA,NA,11,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"122",2005,3.42425474550562,51.445152921517,45.1305923329773,0,47.3506445087593,46.9372642313631,46.9151694751054,NA,8,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"123",2005,28.7288490968142,41.306819207296,21.2036508278161,8.76068086807379,20.9690453077256,20.9341791994687,20.9444721995567,20.9487390756597,25,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"124",2005,30.4840296370548,42.7113920971701,22.5642411838618,4.24033708191335,14.1922506306833,14.1954585320849,14.061570777301,14.2347601667936,59,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"125",2005,NA,NA,NA,NA,NA,NA,NA,NA,0,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"126",2005,18.2034351186546,58.8682473203721,21.0338035773553,1.89451398361803,6.65117488788487,6.64492739132254,6.6215359984822,6.66282818862689,207,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"127",2005,32.7939218669982,53.4927485438324,8.08229120457227,5.63103838459712,9.52024809839445,9.54830036619933,9.55083425815875,9.4786227092202,123,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"128",2005,14.5387911642149,56.565942770881,26.2284808076681,2.66678525723609,12.4883569320758,12.4829927164925,12.4702187295493,12.4906033597401,61,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"129",2005,0,67.5317957537359,0,32.4682042462641,NA,71.1183429278371,NA,71.4776396536303,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"130",2005,31.3932494613386,53.6777473812948,12.8173560872094,2.11164707015709,6.72420133273969,6.72668656465167,6.72172304307818,6.75243888663876,202,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"131",2005,30.2927469975076,52.819070023557,12.7277654810182,4.16041749791727,17.1756758201285,17.19674730122,17.2086495252688,17.1922181284686,36,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"132",2005,1.60057763298874,86.4015695763503,11.997852790661,0,38.3130596548521,38.0515287700806,38.0486746339206,NA,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"133",2005,17.0366406553356,62.2836107563656,16.9548957287756,3.72485285952326,37.7862353553265,37.8029174895164,37.8467437493491,37.8521038227268,6,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"134",2005,14.5854146457067,70.1358072446429,15.2787781096504,0,26.8975461656384,26.8914125528563,26.897055033586,NA,16,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"135",2005,19.9103012135773,58.2752692391634,19.9239044110842,1.89052513617505,4.76664281113036,4.7656643679133,4.76548338753573,4.7800810069196,367,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"136",2005,0,0,0,100,NA,NA,NA,99.9955158910019,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"137",2005,17.1509119489106,53.8270748847263,26.3275049347016,2.69450823166148,4.58440126738865,4.58850366707669,4.60377983492559,4.60555197116596,253,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"138",2005,17.1166838823159,62.9466301250675,18.3335064732702,1.60317951934652,21.4401041358062,21.3922737580378,21.4095770608348,21.5694675612044,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
